식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D102-022000000-0001,초코소라빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2022,초코소라빵,202200,해당없음,20220000,해당없음,0,해당없음,100g,319,32.9,3.29,10.93,1.09,51.76,9.29,2.1,67,1.23,101,182,215,22,20,23,0.043,0.714,0.929,0,0,19.61,4.34,0.03,3,식품의약품안전처,70g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D102-023000000-0001,츄러스,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2023,츄러스,202300,해당없음,20230000,해당없음,0,해당없음,100g,361,22.7,6.6,11.29,1.24,58.17,22.73,3,24,0.59,178,64,363,0,0,0,0,0.014,0,0,0,0,2.44,0.19,3,식품의약품안전처,70g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D102-024000000-0001,카스텔라,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2024,카스텔라,202400,해당없음,20240000,해당없음,0,해당없음,100g,335,29.9,10.03,11.47,0.56,47.99,33.77,1.3,38,1.46,187,96,63,30,30,0,0.371,0.2,0.171,0,0,211.21,1.14,0.01,3,식품의약품안전처,70g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-025040000-0001,케이크_롤케이크,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2025,케이크,202504,롤케이크,20250400,해당없음,0,해당없음,100g,312,36.1,7.36,11.83,0.68,44.01,24.64,1.4,32,1.13,140,98,143,24,23,6,0.28,0.22,0.57,0.57,0,142.59,1.82,0.03,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-025110000-0001,케이크_생크림케이크,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2025,케이크,202511,생크림케이크,20251100,해당없음,0,해당없음,100g,237,55.7,3.45,12.54,0.68,27.62,14.49,1.1,42,0.58,131,106,151,27,27,5,0,0.08,0.22,1.75,0,70.1,8.52,0.08,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-026000000-0001,크로아상,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2026,크로아상,202600,해당없음,20260000,해당없음,0,해당없음,100g,446,20.6,7.52,26.98,1.55,43.31,6.1,2.3,37,0.8,133,111,457,17,13,37,0,0.24,0,0,0,24.5,9.75,0.27,3,식품의약품안전처,150g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-029090000-0001,파이_사과파이,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2029,파이,202909,사과파이,20290900,해당없음,0,해당없음,100g,185,57.9,2.54,3.91,0.84,34.83,7.11,2.3,20,0.43,169,94,204,16,15,16,0,0.02,1.98,0.1,0,14.39,1.95,0.17,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-030000000-0001,페이스트리,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2030,페이스트리,203000,해당없음,20300000,해당없음,0,해당없음,100g,466,19.3,8.31,29.66,1.27,41.5,6.43,2.1,20,0.46,88,102,373,154,147,77,0.243,0.114,0,0,0,36.34,15.31,0.2,3,식품의약품안전처,70g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D102-031210000-0001,피자_콤비네이션피자,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2031,피자,203121,콤비네이션피자,20312100,해당없음,0,해당없음,100g,274,47.4,10.68,14.36,2.02,25.54,4.85,2.6,141,0.63,180,214,441,46,39,83,0.045,0.14,0.575,0.43,0,21.16,3.84,0.08,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-032000000-0001,피자빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2032,피자빵,203200,해당없음,20320000,해당없음,0,해당없음,100g,298,42.1,8.85,15.05,2.25,31.76,8.11,2.2,96,0.87,163,164,637,35,25,118,0.345,0.1,0,0,0,45.6,4.92,0.25,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D102-034000000-0001,햄버거,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2034,햄버거,203400,해당없음,20340000,해당없음,0,해당없음,100g,264,49.8,12.85,13.98,1.67,21.67,3.13,2.8,16,1.36,116,203,450,9,7,21,0.075,0.15,2.815,0,0,45.2,4.42,0.35,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-034070000-0001,햄버거_불고기버거,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2034,햄버거,203407,불고기버거,20340700,해당없음,0,해당없음,100g,250,50.6,13.88,11.52,1.35,22.68,0.13,3.6,15,1.24,117,206,338,7,6,14,0.08,0.13,1.545,0,0,45.93,4.34,0.38,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D102-036010000-0001,호떡_견과류,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2036,호떡,203601,견과류,20360100,해당없음,0,해당없음,100g,314,29.7,5.41,7.07,0.66,57.12,0.73,2.1,14,0.38,15,33,211,0,0,0,0.033,0.08,0.86,0,0,0,0.89,0.05,3,식품의약품안전처,150g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D103-001000000-0001,간자장,D,음식,1,가정식(분석 함량),3,면 및 만두류,3001,간자장,300100,해당없음,30010000,해당없음,0,해당없음,100g,125,73.3,5.12,4.89,1.52,15.13,0.86,1.5,12,0.54,53,125,455,0,0,0,0.24,0.212,0.112,4.57,0,6.05,0.8,0.03,3,식품의약품안전처,500g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-002120000-0001,국수_막국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3002,국수,300212,막국수,30021200,해당없음,0,해당없음,100g,133,67.2,5.8,1.61,1.5,23.9,4.88,1.7,17,1.02,52,135,405,30,0,356,0.432,0.037,0.483,2.13,0,5.53,0.46,0.02,3,식품의약품안전처,600g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-002180000-0001,국수_비빔국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3002,국수,300218,비빔국수,30021800,해당없음,0,해당없음,100g,102,74.6,3.01,0.95,0.95,20.47,4.11,1.4,20,0.53,34,112,239,17,0,206,0,0.046,0,2.33,0,1.01,0.2,0,3,식품의약품안전처,500g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-002290000-0001,국수_잔치국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3002,국수,300229,잔치국수,30022900,해당없음,0,해당없음,100g,44,88.9,1.93,0.49,0.66,8.05,0.04,0.8,8,1.44,13,38,216,4,3,7,0,0.006,0.9,2.18,0,0.6,0.16,0,3,식품의약품안전처,700g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-002300000-0001,국수_쟁반막국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3002,국수,300230,쟁반막국수,30023000,해당없음,0,해당없음,100g,119,74,6.68,4.56,1.94,12.81,8.12,4.5,26,1,100,245,513,34,1,393,0,0.071,2.464,0.93,0,18.97,0.88,0.04,3,식품의약품안전처,450g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D301-031440000-0001,초밥_한치,D,음식,3,외식(분석함량),1,밥류,1031,초밥,103144,한치,10314400,해당없음,0,해당없음,100g,150,61.6,5.48,0.34,1.43,31.17,5.25,0.6,7,0,50,43,480,0,0,3,0.001,0.016,0.578,2.59,,40.03,0.18,0,3,식품의약품안전처,250g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D103-006140000-0001,냉면_물냉면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3006,냉면,300614,물냉면,30061400,해당없음,0,해당없음,100g,55,86.5,1.96,0.64,0.58,10.31,4.52,0.3,7,0.28,25,49,161,2,2,2,0.006,0.031,0.037,0,0,15.35,0.16,0,3,식품의약품안전처,700g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-006190000-0001,냉면_비빔냉면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3006,냉면,300619,비빔냉면,30061900,해당없음,0,해당없음,100g,100,77.4,5.67,2.64,0.93,13.35,4.02,1.5,23,0.49,62,167,177,7,3,45,0.078,0.096,0.128,3.22,0,47.34,0.54,0.01,3,식품의약품안전처,500g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-006380600-0001,냉면_회냉면_홍어,D,음식,1,가정식(분석 함량),3,면 및 만두류,3006,냉면,300638,회냉면,30063806,홍어,0,해당없음,100g,148,67.1,5.81,4.02,0.82,22.21,2.84,2.6,53,1.01,73,161,99,8,0,93,0.336,0.052,0,3.19,0,8.88,0.27,0,3,식품의약품안전처,500g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-007000000-0001,떡국,D,음식,1,가정식(분석 함량),3,면 및 만두류,3007,떡국,300700,해당없음,30070000,해당없음,0,해당없음,100g,84,79,3.43,0.53,0.65,16.37,0.08,0.8,4,0.37,34,51,176,0,0,0,0,0.033,0.333,2.25,0,16.7,0.24,0,3,식품의약품안전처,700g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-008000000-0001,떡만두국,D,음식,1,가정식(분석 함량),3,면 및 만두류,3008,떡만두국,300800,해당없음,30080000,해당없음,0,해당없음,100g,111,76.3,3.53,3.91,0.76,15.47,0.01,1.8,15,0.56,37,91,206,0,0,0,0.075,0.027,0.312,0,0,11.33,0.57,0.02,3,식품의약품안전처,600g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-010000000-0001,라면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3010,라면,301000,해당없음,30100000,해당없음,0,해당없음,100g,82,81.5,1.72,2.28,0.9,13.65,0,1,33,0.07,20,57,283,3,0,35,0,0.378,0.311,0,0,0,0.82,0.01,3,식품의약품안전처,550g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D103-010080000-0001,라면_달걀,D,음식,1,가정식(분석 함량),3,면 및 만두류,3010,라면,301008,달걀,30100800,해당없음,0,해당없음,100g,108,76.3,2.61,3.18,0.54,17.33,0.18,0.8,15,0.27,16,11,183,4,0,44,0.038,0.289,0.062,0,0,28.5,1.35,0.02,3,식품의약품안전처,550g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D103-010110000-0001,라면_떡,D,음식,1,가정식(분석 함량),3,면 및 만두류,3010,라면,301011,떡,30101100,해당없음,0,해당없음,100g,96,78.9,2.04,2.92,0.86,15.27,0,0.8,33,0.05,21,53,270,2,0,30,0.051,0.285,0.387,0,0,0,1,0.01,3,식품의약품안전처,550g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D103-012010000-0001,만두_고기만두,D,음식,1,가정식(분석 함량),3,면 및 만두류,3012,만두,301201,고기만두,30120100,해당없음,0,해당없음,100g,159,64.8,12.38,4.45,1.02,17.4,0.16,2.3,20,1.03,117,186,206,6,0,74,0.341,0.091,0.295,0,0,19.91,0.61,0.02,3,식품의약품안전처,220g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-012030000-0001,만두_군만두,D,음식,1,가정식(분석 함량),3,면 및 만두류,3012,만두,301203,군만두,30120300,해당없음,0,해당없음,100g,234,54.4,7.03,11.5,1.52,25.57,2.77,3.5,41,0.82,90,214,385,16,1,188,0,0.064,10.768,4.7,0,9.49,3.28,0.06,3,식품의약품안전처,220g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-012060000-0001,만두_김치만두,D,음식,1,가정식(분석 함량),3,면 및 만두류,3012,만두,301206,김치만두,30120600,해당없음,0,해당없음,100g,152,66.4,10.24,4.76,1.6,17.02,0.35,2.1,18,0.83,93,221,393,6,0,68,0.509,0.086,0.768,0,0,23.27,0.1,0,3,식품의약품안전처,220g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-012150000-0001,만두_물만두,D,음식,1,가정식(분석 함량),3,면 및 만두류,3012,만두,301215,물만두,30121500,해당없음,0,해당없음,100g,195,64,8.06,11.13,1.24,15.61,2.13,3.1,31,0.58,102,173,332,32,0,379,0.87,0.087,0,4.73,0,12.13,3.08,0.05,3,식품의약품안전처,230g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-013210000-0001,만두국_사골,D,음식,1,가정식(분석 함량),3,면 및 만두류,3013,만두국,301321,사골,30132100,해당없음,0,해당없음,100g,87,82.2,3.74,4,1.1,8.94,0.06,1.1,14,0.67,34,68,333,6,0,67,0.231,0.053,0.121,4.34,0,26.25,1.71,0.06,3,식품의약품안전처,700g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-015260000-0001,메밀국수_온면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3015,메밀국수,301526,온면,30152600,해당없음,0,해당없음,100g,63,83.9,3.14,0.29,0.64,12.06,0,0.8,9,0.19,27,75,194,11,0,135,0.054,0.023,0,0,0,0,0.12,0,3,식품의약품안전처,350g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D103-017000000-0001,수제비,D,음식,1,가정식(분석 함량),3,면 및 만두류,3017,수제비,301700,해당없음,30170000,해당없음,0,해당없음,100g,58,85.4,2.31,0.52,0.66,11.08,0,1.1,9,0.2,36,106,142,4,3,13,0.166,0.025,1.329,2.17,0,12.85,0.15,0,3,식품의약품안전처,650g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-018160000-0001,스파게티_미트볼,D,음식,1,가정식(분석 함량),3,면 및 만두류,3018,스파게티,301816,미트볼,30181600,해당없음,0,해당없음,100g,180,65.2,7.34,8.88,1,17.62,0.89,2.7,18,0.9,85,174,218,18,11,87,0.228,0.062,0.108,2,0,12.58,1.44,0.03,3,식품의약품안전처,500g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-022280000-0001,우동_일식,D,음식,1,가정식(분석 함량),3,면 및 만두류,3022,우동,302228,일식,30222800,해당없음,0,해당없음,100g,158,64,1.78,3.22,0.56,30.48,0.02,0.8,17,0.3,20,39,157,1,0,13,0.346,0.011,0,0,0,0,0.3,0.04,3,식품의약품안전처,800g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-024000000-0001,자장면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3024,자장면,302400,해당없음,30240000,해당없음,0,해당없음,100g,88,79.8,2.69,2.22,0.96,14.37,6.07,1.4,12,0.07,29,63,307,1,0,13,0.178,0.03,0.758,4.21,0,2.05,0.38,0.01,3,식품의약품안전처,600g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-026000000-0001,짬뽕,D,음식,1,가정식(분석 함량),3,면 및 만두류,3026,짬뽕,302600,해당없음,30260000,해당없음,0,해당없음,100g,58,86.7,2.79,1.54,0.72,8.26,1.57,1.6,12,0.06,36,80,181,17,1,199,0.119,0.08,0,7.81,0,10.52,0.25,0.01,3,식품의약품안전처,800g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-027000000-0001,쫄면,D,음식,1,가정식(분석 함량),3,면 및 만두류,3027,쫄면,302700,해당없음,30270000,해당없음,0,해당없음,100g,129,70,3.21,2.52,0.99,23.26,3.51,1.6,23,0.34,43,130,250,68,0,816,0.053,0.035,0.26,2.03,0,0,0.22,0,3,식품의약품안전처,550g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-028000000-0001,칼국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3028,칼국수,302800,해당없음,30280000,해당없음,0,해당없음,100g,77,80.5,3.3,0.49,0.76,14.9,0,1.6,7,0.36,38,87,220,5,3,27,0.033,0.037,1.379,0,0,17.14,0.2,0,3,식품의약품안전처,700g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D103-028170000-0001,칼국수_바지락,D,음식,1,가정식(분석 함량),3,면 및 만두류,3028,칼국수,302817,바지락,30281700,해당없음,0,해당없음,100g,82,79.2,3.43,0.53,0.87,15.97,0.18,0.3,13,0.61,22,51,272,1,0,11,0,0.03,0,1.92,0,0.33,0.11,0,3,식품의약품안전처,700g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D103-029000000-0001,콩국수,D,음식,1,가정식(분석 함량),3,면 및 만두류,3029,콩국수,302900,해당없음,30290000,해당없음,0,해당없음,100g,81,83.3,3.9,3.35,0.5,8.92,0.24,1.9,22,0.6,45,109,67,1,0,15,0.16,0.011,0,1.36,0,0,0.17,0,3,식품의약품안전처,800g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D104-003000000-0001,닭죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4003,닭죽,400300,해당없음,40030000,해당없음,0,해당없음,100g,44,89.2,2.68,0.57,0.44,7.14,0,0.1,4,0.11,28,41,117,1,1,0,0.07,0.043,2.868,0,0,7.45,0.33,0.01,3,식품의약품안전처,400g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D104-007050000-0001,스프_양송이,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4007,스프,400705,양송이,40070500,해당없음,0,해당없음,100g,105,81.6,2.41,7.04,0.93,8.06,2.52,1.6,41,0.14,79,224,170,77,77,9,0.06,0.23,0.22,0,0,17.01,3.93,0.1,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D104-009000000-0001,오리죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4009,오리죽,400900,해당없음,40090000,해당없음,0,해당없음,100g,155,67.1,7.5,4.99,0.42,19.95,0,1.7,11,0.8,67,85,62,13,13,0,0.09,0.105,5.74,0.11,0,36.07,1.16,0.02,3,식품의약품안전처,400g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D104-012000000-0001,전복죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4012,전복죽,401200,해당없음,40120000,해당없음,0,해당없음,100g,79,84.4,1.82,3.73,0.46,9.62,0,1.6,2,0.13,14,20,158,0,0,0,0,0.028,0.173,4.21,0,8.62,0.19,0,3,식품의약품안전처,400g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D104-015000000-0001,채소죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4015,채소죽,401500,해당없음,40150000,해당없음,0,해당없음,100g,43,89.1,1.69,0.69,0.86,7.62,0.17,1.5,9,0.2,19,172,224,4,0,54,0.163,0.123,1.28,0.59,0,0,0.18,0,3,식품의약품안전처,400g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D104-016000000-0001,팥죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4016,팥죽,401600,해당없음,40160000,해당없음,0,해당없음,100g,81,79.3,3.17,0.19,0.69,16.66,0.02,2.1,10,1.13,42,114,127,0,0,0,0.465,0.023,0.045,5.36,0,0,0.07,0,3,식품의약품안전처,400g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D104-018000000-0001,호박죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4018,호박죽,401800,해당없음,40180000,해당없음,0,해당없음,100g,49,89,1.93,1.71,0.76,6.58,3.56,2.6,11,0.26,45,335,42,38,0,459,0.128,0.058,0.483,1.59,0,0,0.04,0,3,식품의약품안전처,400g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D104-019000000-0001,흑임자죽,D,음식,1,가정식(분석 함량),4,죽 및 스프류,4019,흑임자죽,401900,해당없음,40190000,해당없음,0,해당없음,100g,61,89.9,1.1,4.73,0.6,3.64,0.75,0.7,35,0.36,24,21,159,0,0,0,0,0.028,0.175,0,0,0,0.28,0.09,3,식품의약품안전처,400g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D105-001000000-0001,갈비탕,D,음식,1,가정식(분석 함량),5,국 및 탕류,5001,갈비탕,500100,해당없음,50010000,해당없음,0,해당없음,100g,54,88.2,8.51,2.06,0.79,0.4,0.11,1.9,14,1.06,49,106,199,2,0,19,0,0.09,0,0,0,31.46,0.79,0.06,3,식품의약품안전처,670g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D105-002000000-0001,감자국,D,음식,1,가정식(분석 함량),5,국 및 탕류,5002,감자국,500200,해당없음,50020000,해당없음,0,해당없음,100g,21,94.4,0.9,0.26,0.8,3.67,0.85,0.7,5,0.12,22,122,215,0,0,0,0.708,0.023,0.485,0.63,0,0,0.03,0,3,식품의약품안전처,400g,해당없음,1,분석,2019-12-31,2022-11-01,1471000,식품의약품안전처
D105-005000000-0001,곰탕,D,음식,1,가정식(분석 함량),5,국 및 탕류,5005,곰탕,500500,해당없음,50050000,해당없음,0,해당없음,100g,24,94.9,3.43,1.12,0.43,0.11,0,1.1,7,0.45,17,35,124,1,0,14,0.05,0.032,0.823,2.75,0,9.04,0.41,0.05,3,식품의약품안전처,600g,해당없음,1,분석,2018-12-31,2022-11-01,1471000,식품의약품안전처
D105-005240000-0001,곰탕_우거지,D,음식,1,가정식(분석 함량),5,국 및 탕류,5005,곰탕,500524,우거지,50052400,해당없음,0,해당없음,100g,25,93.6,2.37,0.6,0.84,2.6,0.33,1.1,17,0.38,28,71,225,19,0,224,0.097,0.037,0,0,0,1.71,0.14,0,3,식품의약품안전처,350g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D105-006090000-0001,굴국_무,D,음식,1,가정식(분석 함량),5,국 및 탕류,5006,굴국,500609,무,50060900,해당없음,0,해당없음,100g,25,93.4,2.41,0.36,0.93,2.93,0.14,0.7,20,0.75,42,107,251,5,5,0,0.036,0.11,0,32.07,0,8.78,0.09,0,3,식품의약품안전처,500g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
